idinteraccion,idorigen,tipoorigen,iddestino,tipodestino,tipointeraccion,valorinteraccion,idprecedente,idcurso,fecha,plataforma
200,319,alumno,586,alumno,mensaje,Beatae commodi explicabo accusamus molestias ut expedita quo sint et et sunt aut dolor quia quae reprehenderit animi dolorum provident.,40,0,2013-10-28 17:31:15.708,crea
201,528,alumno,248,alumno,mencion,@aut,63,0,2013-10-08 00:25:52.756,facebook
202,432,alumno,89,alumno,comentario,Qui libero labore dolorem vitae omnis velit perferendis modi provident nihil ut corporis laborum qui neque.,108,0,2013-10-21 21:43:28.247,facebook
203,214,alumno,16,material,consulta,null,-1,0,2013-11-16 18:08:22.203,crea
204,586,alumno,74,alumno,reaccion,me_asombra,153,0,2013-11-26 07:42:02.045,facebook
205,89,alumno,1,material,consulta,null,-1,0,2013-11-08 05:04:34.945,crea
206,565,alumno,-1,null,publicacion,Voluptatem itaque et beatae culpa qui est natus maxime quis beatae quis nam autem delectus rem soluta.,-1,0,2013-11-16 05:25:40.729,facebook
207,0,docente,217,alumno,mensaje,Quia excepturi quisquam porro amet praesentium molestiae aspernatur consectetur nostrum omnis culpa porro deleniti at modi.,-1,0,2013-10-12 05:29:21.589,crea
208,435,alumno,432,alumno,comentario,Sapiente est officia vitae corrupti et necessitatibus laboriosam est et aut aperiam porro eveniet.,185,0,2013-08-18 00:44:23.33,crea
209,74,alumno,565,alumno,comentario,Rerum sit itaque odit maiores eum quia minima voluptas eligendi.,172,0,2013-08-28 15:54:23.13,crea
210,0,docente,89,alumno,comentario,Vel qui voluptas facere quo sed molestiae nostrum laudantium qui delectus et.,170,0,2013-11-14 09:27:45.785,crea
211,0,docente,410,alumno,comentario,Blanditiis reprehenderit repudiandae ea quia voluptatibus eos dolorem optio beatae numquam at.,32,0,2013-09-24 05:31:11.501,crea
212,0,docente,508,alumno,mencion,@et,144,0,2013-11-01 00:26:25.189,facebook
213,578,alumno,0,docente,comentario,Pariatur sint quas dolore sed necessitatibus expedita molestiae in deleniti cumque.,163,0,2013-10-03 01:09:24.403,crea
214,214,alumno,0,docente,comentario,Doloribus ut qui dolor modi atque dolorum molestias distinctio labore beatae quis et nihil nisi aut.,65,0,2013-11-25 11:27:31.528,crea
215,466,alumno,18,material,consulta,null,-1,0,2013-08-29 03:40:47.704,facebook
216,0,docente,-1,null,publicacion,Dolorem unde aut non et sequi alias et corrupti rerum quaerat aut deleniti exercitationem officiis quo beatae qui voluptas sint occaecati.,-1,0,2013-09-28 07:51:52.926,facebook
217,248,alumno,1,material,consulta,null,-1,0,2013-08-27 21:42:54.867,facebook
218,4,alumno,543,alumno,mensaje,Iste magni et vel doloribus repellendus ea provident culpa sequi non impedit atque illum dolorem necessitatibus doloremque et ut aut similique.,-1,0,2013-09-01 21:01:54.696,crea
219,171,alumno,0,docente,mencion,@non,67,0,2013-10-13 11:04:55.373,facebook
220,214,alumno,10,material,consulta,null,-1,0,2013-09-23 15:55:22.932,crea
221,0,docente,248,alumno,mensaje,Autem officia quae quasi laudantium debitis a rerum qui eum optio sed et mollitia reiciendis quis veniam autem in quae.,180,0,2013-08-18 10:45:22.466,crea
222,432,alumno,171,alumno,mensaje,Doloribus tempore est repudiandae ratione laboriosam corrupti voluptas voluptatum et repellendus in rerum consequatur ut reiciendis veniam eos velit voluptatem.,132,0,2013-09-04 21:21:37.264,crea
223,4,alumno,24,material,consulta,null,-1,0,2013-09-19 04:39:55.698,facebook
224,575,alumno,4,alumno,reaccion,me_entristece,110,0,2013-11-27 22:50:28.348,facebook
225,0,docente,578,alumno,reaccion,me_encanta,3,0,2013-09-26 08:23:14.096,facebook
226,0,docente,4,alumno,reaccion,me_gusta,94,0,2013-11-08 20:40:25.176,facebook
227,543,alumno,466,alumno,comentario,Iste aut officia hic voluptas quia aliquam architecto voluptatem culpa laboriosam sed fugiat quia.,23,0,2013-08-22 05:47:58.407,crea
228,319,alumno,4,alumno,comentario,Et veniam dignissimos atque aut rem et corporis dolore qui numquam ut et beatae iste.,110,0,2013-10-09 04:23:15.845,facebook
229,319,alumno,171,alumno,comentario,Voluptate et quo sed inventore quo aut veniam consequatur ullam alias necessitatibus culpa qui.,5,0,2013-11-24 04:53:10.09,crea
230,173,alumno,-1,null,publicacion,Dolore eos numquam dolor enim fugit voluptatem quae illo fuga quae perspiciatis nihil error veritatis nobis cupiditate officia suscipit repellat.,-1,0,2013-09-20 05:36:56.69,crea
231,173,alumno,214,alumno,comentario,Provident voluptatem voluptatem deleniti assumenda dolores eum non in eaque et et repellat ratione sed omnis.,173,0,2013-09-22 04:41:44.74,crea
232,85,alumno,15,material,consulta,null,-1,0,2013-08-24 02:11:44.118,crea
233,4,alumno,89,alumno,reaccion,me_asombra,8,0,2013-11-05 06:03:25.42,facebook
234,565,alumno,74,alumno,mencion,@ex,97,0,2013-09-22 22:23:10.006,facebook
235,0,docente,543,alumno,mensaje,Porro nobis et nesciunt distinctio est repellat optio unde doloremque adipisci dolorum fuga reiciendis sit iusto molestiae et totam.,-1,0,2013-11-06 19:45:12.058,crea
236,0,docente,-1,null,publicacion,Laboriosam occaecati nemo ut hic tempora minima perferendis qui deserunt culpa et laboriosam omnis illum excepturi expedita natus.,-1,0,2013-08-22 23:28:00.994,facebook
237,41,alumno,-1,null,publicacion,Voluptate minus qui possimus incidunt eum vitae minima qui consectetur sunt nisi tempora quam fuga ut ut voluptates.,-1,0,2013-11-24 16:29:07.402,facebook
238,85,alumno,-1,null,publicacion,Eligendi quod consequuntur molestias exercitationem quae rem cupiditate amet enim doloribus incidunt numquam asperiores maiores minima quia molestiae.,-1,0,2013-10-19 12:37:13.703,crea
239,432,alumno,0,docente,mensaje,Culpa qui dignissimos ullam occaecati possimus quis et odio sit sunt accusantium aut ab molestiae aut eligendi necessitatibus.,218,0,2013-11-28 11:15:12.157,crea
240,71,alumno,85,alumno,reaccion,me_divierte,184,0,2013-11-04 00:04:23.242,facebook
241,171,alumno,0,docente,comentario,Et eos soluta ipsum velit nihil qui sequi veritatis id nostrum fugiat.,126,0,2013-11-13 23:54:36.483,crea
242,41,alumno,466,alumno,reaccion,me_enoja,23,0,2013-09-08 23:08:06.789,facebook
243,543,alumno,565,alumno,reaccion,me_divierte,206,0,2013-11-30 16:21:29.373,facebook
244,85,alumno,508,alumno,mencion,@ut,144,0,2013-10-19 11:45:33.974,facebook
245,74,alumno,586,alumno,reaccion,me_encanta,66,0,2013-09-13 01:41:18.525,facebook
246,4,alumno,-1,null,publicacion,Tempore placeat tempora sed est quod occaecati at laudantium aliquid quo sit fuga quo reiciendis dolore sapiente delectus eum.,-1,0,2013-11-22 00:08:39.161,crea
247,384,alumno,575,alumno,comentario,Debitis voluptates atque qui id pariatur soluta et eum saepe praesentium.,0,0,2013-10-15 12:15:25.608,facebook
248,248,alumno,4,alumno,comentario,Qui quasi fugit pariatur nemo quia id omnis aspernatur in vero.,246,0,2013-10-25 07:17:55.661,crea
249,214,alumno,89,alumno,reaccion,me_divierte,8,0,2013-10-06 17:08:20.684,facebook
250,273,alumno,444,alumno,mensaje,Maiores porro accusantium pariatur eos eum qui perferendis vel ea cumque maiores sunt praesentium in omnis nobis sunt quam vel.,-1,1,2000-10-22 17:12:27.908,crea
251,4,alumno,0,docente,mensaje,Debitis repudiandae consequatur laboriosam ut quo iure iusto neque inventore et delectus autem ut ut error.,-1,1,2000-10-17 02:38:42.988,crea
252,40,alumno,-1,null,publicacion,Repellat rerum tenetur est nulla molestiae similique aut ut odio qui odio et natus corporis.,-1,1,2000-08-31 14:40:36.823,facebook
253,354,alumno,4,alumno,mensaje,Iure consequuntur velit id accusamus ab sunt ipsam doloremque provident qui molestias asperiores ratione sed.,-1,1,2000-11-13 18:26:48.849,crea
254,40,alumno,-1,null,publicacion,Fugiat consequatur cum dolores quis dicta ut doloribus velit ipsum veniam consequatur molestiae facere autem unde reprehenderit quia magnam.,-1,1,2000-11-11 08:13:44.293,facebook
255,522,alumno,-1,null,publicacion,Excepturi nostrum excepturi quia id odit quia quas sed id laborum ea iure numquam quisquam culpa sint similique officia repellendus.,-1,1,2000-09-12 02:48:46.529,crea
256,400,alumno,31,material,consulta,null,-1,1,2000-11-06 02:53:49.065,crea
257,586,alumno,0,docente,mensaje,Aut fugiat sunt fuga quis ut fuga sed et non maiores qui corrupti eos nihil fuga in quos.,-1,1,2000-11-20 20:45:25.067,crea
258,498,alumno,-1,null,publicacion,Nam voluptatem est aut inventore asperiores veritatis nesciunt doloribus eum odio illo odio quia tempora.,-1,1,2000-10-25 17:50:03.275,facebook
259,0,docente,-1,null,publicacion,Repellendus sapiente earum sapiente et sit voluptas vitae illo eaque et beatae id impedit facilis.,-1,1,2000-11-25 13:31:43.636,crea
260,17,alumno,41,material,consulta,null,-1,1,2000-11-08 13:30:22.894,facebook
261,392,alumno,-1,null,publicacion,Numquam ipsa error nihil doloribus alias neque eos officia rerum voluptatem et impedit deserunt voluptas ut pariatur qui corrupti non.,-1,1,2000-11-20 12:19:12.932,facebook
262,498,alumno,-1,null,publicacion,Accusamus iusto doloremque debitis sunt autem sint quod consequatur qui placeat voluptatibus illum quaerat voluptatem consequatur voluptatum et est.,-1,1,2000-08-30 18:55:54.725,crea
263,480,alumno,498,alumno,comentario,Amet facilis pariatur molestiae distinctio labore est qui dolorem nisi architecto ullam voluptas aut.,262,1,2000-11-14 00:52:51.141,facebook
264,40,alumno,522,alumno,comentario,Ea aspernatur occaecati sed ullam quia est cupiditate molestias suscipit in cupiditate quos.,255,1,2000-11-21 22:25:45.652,crea
265,202,alumno,480,alumno,comentario,Illo reiciendis dolor asperiores ut qui deleniti magni incidunt assumenda.,263,1,2000-10-05 23:28:12.384,facebook
266,498,alumno,202,alumno,reaccion,me_divierte,265,1,2000-11-23 16:23:11.752,facebook
267,421,alumno,498,alumno,comentario,Soluta doloribus quis quia facilis consequatur voluptates ut sint et mollitia et soluta quia.,262,1,2000-10-02 13:09:24.588,facebook
268,522,alumno,522,alumno,comentario,Totam iste aliquam delectus sed quidem omnis libero quam possimus debitis tenetur.,255,1,2000-09-08 01:21:07.83,facebook
269,4,alumno,40,alumno,comentario,Vitae dolorem error harum tempore voluptatem omnis voluptatem cupiditate labore ipsam dolores eos fugit rem.,264,1,2000-08-25 11:22:32.939,crea
270,0,docente,522,alumno,reaccion,me_encanta,255,1,2000-09-17 15:32:08.932,facebook
271,86,alumno,32,material,consulta,null,-1,1,2000-11-20 23:10:00.529,facebook
272,4,alumno,35,material,consulta,null,-1,1,2000-10-02 11:48:06.457,facebook
273,0,docente,480,alumno,mencion,@sapiente,263,1,2000-10-17 22:39:53.407,facebook
274,543,alumno,498,alumno,mencion,@et,266,1,2000-09-05 19:41:09.779,facebook
275,188,alumno,40,alumno,comentario,Pariatur sapiente et et et dolor eos eveniet culpa ipsam aut velit reiciendis modi sed odit.,254,1,2000-09-11 19:48:51.66,crea
276,0,docente,-1,null,publicacion,Eius repellendus et optio autem similique ipsum quo ut cupiditate reprehenderit ut quo ipsum ullam iure enim est iste quis qui.,-1,1,2000-10-09 22:43:37.569,facebook
277,188,alumno,480,alumno,comentario,Veritatis dolore enim odit est placeat ab quia placeat voluptatem aut vel occaecati.,263,1,2000-11-21 20:59:37.61,facebook
278,86,alumno,498,alumno,comentario,Distinctio necessitatibus ut id quod sit recusandae soluta officia ut aut.,262,1,2000-10-27 09:06:59.666,facebook
279,543,alumno,522,alumno,reaccion,me_entristece,268,1,2000-11-17 20:19:22.695,facebook
280,571,alumno,86,alumno,reaccion,me_enoja,278,1,2000-11-20 02:50:13.907,facebook
281,354,alumno,40,alumno,mencion,@eius,264,1,2000-09-11 18:18:41.994,facebook
282,545,alumno,44,material,consulta,null,-1,1,2000-08-22 23:46:49.897,crea
283,586,alumno,44,material,consulta,null,-1,1,2000-10-30 00:30:01.29,facebook
284,334,alumno,40,alumno,reaccion,me_asombra,252,1,2000-09-20 03:35:16.272,facebook
285,273,alumno,-1,null,publicacion,Molestias sed nam ea corporis voluptatem in natus repellendus ut molestiae ullam veniam minima voluptatum incidunt ducimus sit facilis soluta.,-1,1,2000-11-21 21:04:30.911,crea
286,14,alumno,298,alumno,mensaje,Qui sit non sed repellendus similique unde omnis sit sapiente aut incidunt sint dolor numquam sunt dolorem.,-1,1,2000-10-27 14:39:37.554,crea
287,334,alumno,-1,null,publicacion,Totam excepturi vel voluptatem atque quis ratione laudantium non debitis quasi ut aspernatur suscipit veniam beatae autem ad quia consequatur commodi.,-1,1,2000-09-25 14:30:28.958,crea
288,0,docente,0,docente,mensaje,Distinctio magnam nisi repellat debitis est sed hic amet deleniti molestiae qui soluta non laborum dolore voluptate quos aut animi.,253,1,2000-09-15 19:38:55.544,crea
289,480,alumno,-1,null,publicacion,Ut nam qui rerum fuga dicta nulla at reprehenderit sapiente voluptatum minus culpa quo saepe eveniet ut qui adipisci.,-1,1,2000-09-21 19:30:55.131,facebook
290,498,alumno,188,alumno,reaccion,me_asombra,275,1,2000-09-26 14:29:07.348,facebook
291,4,alumno,421,alumno,comentario,Reprehenderit in non iste accusantium qui dolor eligendi explicabo omnis natus quisquam est suscipit est minima.,267,1,2000-10-09 04:08:26.577,facebook
292,586,alumno,40,alumno,reaccion,me_divierte,254,1,2000-09-23 20:50:42.724,facebook
293,40,alumno,522,alumno,comentario,Deleniti nihil natus dolorum cum voluptatem odit cupiditate vel error.,255,1,2000-11-04 15:59:10.292,facebook
294,86,alumno,30,material,consulta,null,-1,1,2000-09-24 03:10:51.891,facebook
295,86,alumno,480,alumno,mencion,@aut,289,1,2000-09-29 17:59:36.858,facebook
296,40,alumno,543,alumno,mencion,@ipsam,274,1,2000-08-27 21:38:39.26,facebook
297,17,alumno,40,alumno,comentario,Sed voluptas id odit voluptate labore quidem sunt ut magni aut vero quo.,254,1,2000-10-18 11:11:34.517,crea
298,33,alumno,0,docente,mencion,@modi,276,1,2000-09-06 20:55:46.071,facebook
299,40,alumno,421,alumno,comentario,Impedit nihil et illo possimus ab quas quaerat facilis dolor laboriosam nihil architecto et atque.,267,1,2000-11-15 05:37:21.58,crea
300,0,docente,-1,null,publicacion,Est voluptates iste accusamus unde quod beatae sed eligendi quis vel tempora accusantium provident optio aut voluptatem corporis sit.,-1,1,2000-08-16 08:09:52.153,crea
301,421,alumno,39,material,consulta,null,-1,1,2000-11-21 20:17:23.911,crea
302,33,alumno,40,alumno,mencion,@earum,299,1,2000-11-23 09:57:32.697,facebook
303,86,alumno,480,alumno,reaccion,me_entristece,289,1,2000-10-25 00:13:24.074,facebook
304,298,alumno,498,alumno,mencion,@ut,262,1,2000-10-06 08:50:13.401,facebook
305,40,alumno,40,alumno,reaccion,me_enoja,293,1,2000-09-02 05:04:04.766,facebook
306,480,alumno,34,material,consulta,null,-1,1,2000-10-02 07:49:37.702,crea
307,4,alumno,0,docente,mencion,@hic,270,1,2000-09-25 15:23:32.126,facebook
308,392,alumno,0,docente,reaccion,me_enoja,276,1,2000-11-13 13:55:14.988,facebook
309,4,alumno,4,alumno,reaccion,me_asombra,269,1,2000-09-09 21:02:58.474,facebook
310,86,alumno,29,material,consulta,null,-1,1,2000-11-20 18:30:31.763,crea
311,86,alumno,86,alumno,comentario,Nihil ut id qui aperiam soluta eligendi qui recusandae nesciunt nostrum sit nobis.,295,1,2000-09-07 18:42:35.065,crea
312,543,alumno,37,material,consulta,null,-1,1,2000-11-27 13:18:13.837,crea
313,421,alumno,0,docente,mencion,@eligendi,300,1,2000-11-24 05:43:19.995,facebook
314,586,alumno,51,material,consulta,null,-1,1,2000-11-11 08:18:25.734,crea
315,545,alumno,4,alumno,mencion,@nemo,269,1,2000-10-23 10:07:05.744,facebook
316,202,alumno,40,alumno,mensaje,Quia nisi quod magni fugit voluptatum non dolorem enim sit atque aut eum sed rem.,-1,1,2000-09-04 21:48:14.648,crea
317,444,alumno,498,alumno,reaccion,me_divierte,258,1,2000-09-01 11:13:28.715,facebook
318,86,alumno,48,material,consulta,null,-1,1,2000-09-15 01:26:20.371,crea
319,202,alumno,40,alumno,reaccion,me_asombra,264,1,2000-09-12 07:49:20.533,facebook
320,0,docente,33,alumno,mencion,@magnam,298,1,2000-09-14 04:25:46.482,facebook
321,273,alumno,0,docente,mensaje,Veritatis mollitia facilis qui eius a ad ullam voluptatum unde aliquid nesciunt quae sequi quisquam qui aut.,-1,1,2000-11-02 10:34:22.224,crea
322,14,alumno,400,alumno,mensaje,Accusamus quam repellendus eligendi mollitia itaque quia deserunt amet quo adipisci distinctio ipsa ea esse quo repellat expedita suscipit.,-1,1,2000-11-01 06:20:39.837,crea
323,392,alumno,50,material,consulta,null,-1,1,2000-09-24 19:39:41.707,crea
324,0,docente,522,alumno,reaccion,me_gusta,255,1,2000-10-27 22:54:28.796,facebook
325,543,alumno,0,docente,mencion,@eos,259,1,2000-10-09 13:30:06.509,facebook
326,273,alumno,392,alumno,mencion,@rerum,261,1,2000-11-24 00:56:47.708,facebook
327,0,docente,543,alumno,mencion,@consequatur,274,1,2000-11-03 03:15:15.011,facebook
328,421,alumno,45,material,consulta,null,-1,1,2000-08-16 10:21:13.754,crea
329,33,alumno,4,alumno,mencion,@necessitatibus,309,1,2000-11-05 00:10:06.449,facebook
330,605,alumno,498,alumno,mencion,@mollitia,262,1,2000-09-29 13:11:54.144,facebook
331,33,alumno,40,alumno,reaccion,me_encanta,296,1,2000-11-26 22:50:27.636,facebook
332,545,alumno,33,alumno,reaccion,me_gusta,302,1,2000-11-11 19:09:43.244,facebook
333,40,alumno,-1,null,publicacion,Laudantium non similique repellendus ex dicta est voluptatibus sed suscipit exercitationem est consequatur recusandae et.,-1,1,2000-09-19 17:03:37.794,facebook
334,334,alumno,30,material,consulta,null,-1,1,2000-09-30 07:32:29.366,crea
335,421,alumno,334,alumno,mensaje,Officiis sint quia praesentium totam minus deleniti ea quia vitae beatae ad et enim officia deserunt quam.,322,1,2000-11-02 05:17:46.681,crea
336,334,alumno,586,alumno,comentario,Et aliquam minima occaecati nisi itaque sequi quasi non non.,292,1,2000-10-02 02:02:50.437,facebook
337,571,alumno,-1,null,publicacion,Eveniet omnis voluptas numquam illum accusamus ducimus quae natus ex saepe maiores natus et adipisci doloremque quod non sunt perspiciatis in.,-1,1,2000-08-24 11:15:41.964,crea
338,202,alumno,421,alumno,mencion,@sint,313,1,2000-10-03 00:29:03.887,facebook
339,0,docente,298,alumno,mensaje,Odio iste quidem ullam dolorem velit ratione at fugit saepe sint aperiam velit est magnam et est quibusdam asperiores officiis possimus.,-1,1,2000-11-02 08:45:55.698,crea
340,40,alumno,54,material,consulta,null,-1,1,2000-09-11 04:32:09.162,crea
341,0,docente,498,alumno,reaccion,me_divierte,290,1,2000-09-27 18:31:57.665,facebook
342,605,alumno,348,alumno,mensaje,Sunt eveniet quas id neque iusto non et quo qui soluta assumenda iure occaecati molestiae.,-1,1,2000-09-03 05:04:57.287,crea
